language,code
Java,"import java.io.BufferedReader;
import java.io.InputStreamReader;
import java.util.Arrays;
import java.util.StringTokenizer;
public class Main {
	private final static String NEGATIVE = ;
	private final static String AFFIRMATIVE = ;
	public static void main(String[] args) throws Exception {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in),1024);
		int number = Integer.parseInt(br.readLine());
		int sides[] = new int[3];
		StringTokenizer tknz;
		StringBuilder builder = new StringBuilder();
		for (; 0 < number; number--) {
			tknz = new StringTokenizer(br.readLine());
			for (int i = 0; i < 3; i++) {
				sides[i] = Integer.parseInt(tknz.nextToken());
			}
			Arrays.sort(sides);
			if (sides[0] * sides[1] * sides[2] % 60 != 0) {
				builder.append(NEGATIVE);
			} else if (Math.pow(sides[0], 2) + Math.pow(sides[1], 2) != Math.pow(sides[2], 2)) {
				builder.append(NEGATIVE);
			} else {
				builder.append(AFFIRMATIVE);
			}
		}
		System.out.print(builder);
	}
}"
Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.Scanner;
class Main {
	public static void main(String[] args) throws IOException {
		BufferedReader in = new BufferedReader(new InputStreamReader(System.in));
		while (true) {
			String tmp = in.readLine();
			if (tmp == null) {
				break;
			}
			String[] ab = tmp.split();
			int a = Integer.parseInt(ab[0]);
			int b = Integer.parseInt(ab[1]);
			 String out =Integer.toString(a+b);
			 System.out.println(out.length());
			
		}
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
	}
}"
Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStream;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.util.Scanner;
import java.util.StringTokenizer;
public class Main {
  static InputReader in;
  static PrintWriter out;
  
  static class Solution {
    void solve() throws IOException {
      int[] height = new int[10];
      int first;
      int second;
      int third;
      
      
      height[0] = in.nextInt();
      int max = height[0];
      int memmax = 0;
      
      for (int i = 1; i < 10; i++) {
        height[i] = in.nextInt();
        max = Math.max(max, height[i]);
        if (max == height[i]) {
          memmax = i;
        }
      }
      first = max;
      
      height[memmax] = -1;
      max = height[0];
      memmax = 0;
      for (int i = 1; i < 10; i++) {
        max = Math.max(max, height[i]);
        if (max == height[i]) {
          memmax = i;
        }
      }
      second = max;
      
      height[memmax] = -1;
      max = height[0];
      memmax = 0;
      for (int i = 1; i < 10; i++) {
        max = Math.max(max, height[i]);
        if (max == height[i]) {
          memmax = i;
        }
      }
      third = max;
      
      out.println(first);
      out.println(second);
      out.println(third);
      
    }
}
  public static void main(String[] args) throws IOException {
    in = new InputReader(System.in);
    out = new PrintWriter(System.out);
    Solution solver = new Solution();
    solver.solve();
    out.close();
}
  static class InputReader {
    public BufferedReader br;
    public StringTokenizer st;
    public InputReader(InputStream stream) {
      br = new BufferedReader(new InputStreamReader(stream));
    }
    public int nextInt() throws IOException {
      while (st == null || !st.hasMoreTokens()) {
        st = new StringTokenizer(br.readLine());
      }
      return Integer.parseInt(st.nextToken());
    }
    public long nextLong() throws IOException {
      while (st == null || !st.hasMoreTokens()) {
        st = new StringTokenizer(br.readLine());
      }
      return Long.parseLong(st.nextToken());
    }
    public String next() throws IOException {
      while (st == null || !st.hasMoreTokens()) {
        st = new StringTokenizer(br.readLine());
      }
      return st.nextToken();
    }
    public double nextDouble() throws IOException {
      while (st == null || !st.hasMoreTokens()) {
        st = new StringTokenizer(br.readLine());
      }
      return Double.parseDouble(st.nextToken());
    }
  }
}"
Java,"import java.io.BufferedReader;
import java.io.InputStreamReader;
public class Main {
	public static void main(String[] args) throws Exception {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		
		String lineCountStr = br.readLine();
		
		for (int lineCount = 0; lineCount < Integer.parseInt(lineCountStr); lineCount ++) {
			String[] dataSetStr = br.readLine().split();
			int[] dataSet = new int[dataSetStr.length];
			for (int i = 0; i < dataSetStr.length; i ++) {
				dataSet[i] = Integer.parseInt(dataSetStr[i]);
			}
			
			if (dataSet[0] > dataSet[1]) {
				int tmp = dataSet[0];
				dataSet[0] = dataSet[1];
				dataSet[1] = tmp;
			}
			if (dataSet[1] > dataSet[2]) {
				int tmp = dataSet[1];
				dataSet[1] = dataSet[2];
				dataSet[2] = tmp;
			}
			
			if (Math.pow(dataSet[0], 2) + Math.pow(dataSet[1], 2) == Math.pow(dataSet[2], 2)) {
				System.out.println();
			} else {
				System.out.println();
			}
		}
	}
}"
Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.Arrays;
import java.util.StringTokenizer;
public class Main {
	private final static String NEGATIVE = ;
	private final static String AFFIRMATIVE = ;
	public static void main(String[] args) throws NumberFormatException, IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in), 512);
		int number = Integer.parseInt(br.readLine());
		int sides[] = new int[3];
		StringTokenizer tknz;
		StringBuilder builder = new StringBuilder();
		for (; 0 < number; number--) {
			tknz = new StringTokenizer(br.readLine());
			for (int i = 0; i < 3; i++) {
				sides[i] = Integer.parseInt(tknz.nextToken());
			}
			Arrays.sort(sides);
			if (sides[0] * sides[1] * sides[2] % 60 != 0) {
				builder.append(NEGATIVE);
			} else if (Math.pow(sides[0], 2) + Math.pow(sides[1], 2) != Math.pow(sides[2], 2)) {
				builder.append(NEGATIVE);
			} else {
				builder.append(AFFIRMATIVE);
			}
		}
		System.out.print(builder);
	}
}"
Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class Main {
	public static void main(String[] args) throws IOException{
	    BufferedReader br=new BufferedReader(new InputStreamReader(System.in));
	    int i;
		int [] mountain;
		int escape = 0;
		mountain = new int[10];
		/*
		mountain[0] = 2362;
		mountain[1] = 1121;
		mountain[2] = 1462;
		mountain[3] = 1896;
		mountain[4] = 1082;
		mountain[5] = 2362;
		mountain[6] = 953;
		mountain[7] = 1545;
		mountain[8] = 3532;
		mountain[9] = 1170;
		*/
		/*System.out.println();
		for(int i = 0; i < 10; i++) {
			System.out.println(mountain[i]);
		}
		*/
		for(i=0;i<10;i++)
	        mountain[i]=Integer.parseInt(br.readLine());
		
		for(int a = 0; a < 9; a++) {
		    for(int b = a + 1; b < 10; b++) {
		    	if(mountain[a] < mountain[b]) {
		    		escape = mountain[b];
					mountain[b] = mountain[a];
					mountain[a] = escape;
				}
		    }
		    
		}
		
		System.out.println(mountain[0]);
        System.out.println(mountain[1]);
        System.out.println(mountain[2]);
	}
}"
Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.io.PrintWriter;
import java.lang.reflect.Array;
import java.util.ArrayList;
import java.util.Comparator;
import static java.util.Arrays.sort;
public class Main {
    public static void main(String[] args) throws IOException {
        InputStreamReader isr = new InputStreamReader(System.in);
        BufferedReader br   = new BufferedReader(isr);
        PrintWriter out     = new PrintWriter(System.out);
        int i = 0;
        String line;
        String[] numList = new String[2];
        try {
            while ((line = br.readLine()) != null) {
                numList = line.split();
                int num0 = Integer.parseInt(numList[0]);
                int num1 = Integer.parseInt(numList[1]);
                int sum = num0 + num1;
                System.out.println((int)Math.log10(sum) + 1);
            }
        } catch (Exception e) {
            System.exit(0);
        }
    }
}"
Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.ArrayList;
import java.util.List;
/**
 * 0002：Digit Number
 * 
 * @author MS14A
 * @version 2015/07/11
 */
public class Main {
    
    private static final String DELIMITER_SPACE = ;
    /**
     * 与えられた２つの整数 a と b の和の桁数を出力する。
     * 
     * @param args
     * @throws IOException
     * @throws NumberFormatException
     */
    public static void main(String[] args) throws NumberFormatException, IOException {
        
        List<Integer> a = new ArrayList<Integer>();
        List<Integer> b = new ArrayList<Integer>();
        getTarget(a, b);
        
        for (int i = 0; i < a.size(); ++i) {
            System.out.println(getDigitNumber(a.get(i) + b.get(i)));
        }
    }
    /**
     * 与えられた数の桁数を求める
     * 
     * @param target 桁数を求める整数
     * @return 引数の桁数
     */
    private static int getDigitNumber(int target) {
        return String.valueOf(target).length();
    }
    /**
     * 標準入力を読み取り、データセットを取得する。
     * 
     * @param a 1つ目の整数
     * @param b 2つ目の整数
     * @throws NumberFormatException
     * @throws IOException
     */
    private static void getTarget(List<Integer> a, List<Integer> b) throws NumberFormatException, IOException {
        
        InputStreamReader streamReader = new InputStreamReader(System.in);
        BufferedReader bufferedReader = new BufferedReader(streamReader);
        String line = null;
        try {
            while ((line = bufferedReader.readLine()) != null) {
                
                String[] ab = line.split(DELIMITER_SPACE);
                a.add(Integer.parseInt(ab[0]));
                b.add(Integer.parseInt(ab[1]));
            }
        } finally {
            bufferedReader.close();
            streamReader.close();
        }
    }
}"
Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.ArrayList;
import java.util.List;
/**
 * 0002：Digit Number
 * 
 * @author MS14A
 * @version 2015/07/11
 */
public class Main {
    /**
     * 与えられた２つの整数 a と b の和の桁数を出力する。
     * 
     * @param args
     * @throws IOException 
     * @throws NumberFormatException 
     */
    public static void main(String[] args) throws NumberFormatException, IOException {
        List<Integer> a = new ArrayList<Integer>();
        List<Integer> b = new ArrayList<Integer>();
        getTarget(a, b);
        
        for (int i = 0; i < a.size(); ++i) {
            System.out.println(getDigitNumber(a.get(i)+b.get(i)));
        }
    }
    private static int getDigitNumber(int target) {
        return String.valueOf(target).length();
    }
    private static void getTarget(List<Integer> a, List<Integer> b) throws NumberFormatException, IOException {
        
        InputStreamReader streamReader = new InputStreamReader(System.in);
        BufferedReader bufferedReader = new BufferedReader(streamReader);
        String line = null;
        try {
            while ((line = bufferedReader.readLine()) != null) {
                String[] ab = line.split();
                a.add(Integer.parseInt(ab[0]));
                b.add(Integer.parseInt(ab[1]));
            }
        } finally {
            bufferedReader.close();
            streamReader.close();
        }
    }
}"
Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class Main{
    public static void main(String[] args) {
        BufferedReader in = new BufferedReader(new InputStreamReader(System.in));
        try {
            Integer dataNum = Integer.valueOf(in.readLine());
            for (int i = 0; i < dataNum.intValue(); i++) {
                String[] problemData = in.readLine().split();
                int max = 0;
                int other1 = 0;
                int other2 = 0;
                for (String data : problemData) {
                    int dataInt = Integer.valueOf(data);
                    other2 = other1;
                    if (dataInt > max) {
                        other1 = max;
                        max = dataInt;
                    } else {
                        other1 = dataInt;
                    }
                }
                if ((max * max) == (other1 * other1 + other2 * other2)) {
                    System.out.println();
                } else {
                    System.out.println();
                }
            }
        } catch (IOException e) {
            e.printStackTrace();
        } finally {
            try {
                in.close();
            } catch (IOException e) {
                e.printStackTrace();
            }
        }
    }
}"
Java,"import java.io.BufferedReader;
import java.io.InputStreamReader;
import java.util.Arrays;
import java.util.StringTokenizer;
public class Main {
	private final static String NEGATIVE = ;
	private final static String AFFIRMATIVE = ;
	public static void main(String[] args) throws Exception {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in),1024);
		int number = Integer.parseInt(br.readLine());
		int sides[] = new int[3];
		StringTokenizer tknz;
		StringBuilder builder = new StringBuilder();
		for (; 0 < number; number--) {
			tknz = new StringTokenizer(br.readLine());
			for (int i = 0; i < 3; i++) {
				sides[i] = Integer.parseInt(tknz.nextToken());
			}
			Arrays.sort(sides);
			if (sides[0] * sides[1] * sides[2] % 60 != 0) {
				builder.append(NEGATIVE);
			} else if (Math.pow(sides[0], 2) + Math.pow(sides[1], 2) != Math.pow(sides[2], 2)) {
				builder.append(NEGATIVE);
			} else {
				builder.append(AFFIRMATIVE);
			}
		}
		System.out.print(builder);
	}
}"
Java,"import java.io.BufferedReader;
import java.io.InputStreamReader;
import java.lang.Exception;
import java.lang.Integer;
import java.lang.System;
import java.util.Arrays;
import java.util.StringTokenizer;
public class Main {
    public static void main(String[] a){
        try {
            BufferedReader r = new BufferedReader(new InputStreamReader(System.in));
            int n = Integer.parseInt(r.readLine());
            StringTokenizer st;
            int side[] = new int[3];
            for(int i = 0; i < n; i++) {
                st = new StringTokenizer(r.readLine());
                for(int j = 0; j < 3; j++) {
                    side[j] = Integer.parseInt(st.nextToken());
                }
                Arrays.sort(side);
                if((side[0]*side[0] + side[1]*side[1]) == side[2]*side[2]) {
                    System.out.println();
                } else {
                    System.out.println();
                }
            }
        } catch (Exception ex) {
            System.exit(0);
        }
    }
}"
Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.Arrays;
import java.util.StringTokenizer;
public class Main {
	private final static String NEGATIVE = ;
	private final static String AFFIRMATIVE = ;
	public static void main(String[] args) throws NumberFormatException, IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in), 512);
		int number = Integer.parseInt(br.readLine());
		int sides[] = new int[3];
		StringTokenizer tknz;
		StringBuilder builder = new StringBuilder();
		for (; 0 < number; number--) {
			tknz = new StringTokenizer(br.readLine());
			for (int i = 0; i < 3; i++) {
				sides[i] = Integer.parseInt(tknz.nextToken());
			}
			Arrays.sort(sides);
			if (sides[0] * sides[1] * sides[2] % 60 != 0) {
				builder.append(NEGATIVE);
			} else if (Math.pow(sides[0], 2) + Math.pow(sides[1], 2) != Math.pow(sides[2], 2)) {
				builder.append(NEGATIVE);
			} else {
				builder.append(AFFIRMATIVE);
			}
		}
		System.out.print(builder);
	}
}"
Java,"import java.io.*;
import java.util.*;
import java.math.BigInteger;
public class Main{
	
	public static void main(String[] args){
		try{
			final int INF = Integer.MAX_VALUE, MINF = Integer.MIN_VALUE;
			SpecialComparator scomparator = new SpecialComparator();
			Scanner s = new Scanner(System.in);
			
			int[] in = new int[10];
			for(int i = 0; i < 10; i++) in[i] = s.nextInt();
			Arrays.sort(in);
			for(int i = 0; i < 3; i++) debugl(in[9-i]);
		}catch(Exception e){
			e.printStackTrace();
		}
	}
	
	private static void debugl(Object obj){
		System.out.println(obj);
	}
	private static void debug(Object obj){
		System.out.print(obj);
	}
	private static String toStrmd(Object[] obj){
		return Arrays.deepToString(obj);
	}
}
class SpecialComparator implements Comparator{
	private int index = 0;
	public void setIndex(int index){
		this.index = index;
	}
	public int compare(Object a, Object b){
		String[] sa = (String[])a;
		String[] sb = (String[])b;
		return (sa[index].compareTo(sb[index]));
	}
}"
Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class Main {
    public static void main(String[] args) throws IOException {
        final String SPACE = ;
        final String EMPTY = ;
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
        StringBuilder sb = new StringBuilder();
        try {
            String str = br.readLine();
            int a;
            int b;
            String[] temp = new String[2];
            for (int i = 0; i < 200; i++) {
                
                if (EMPTY.equals(str) || str == null) {
                    break;
                }
                temp = str.split(SPACE);
                a = Integer.parseInt(temp[0]);
                b = Integer.parseInt(temp[1]);
                sb.append(String.valueOf(a + b).length() + );
                str = br.readLine();
            }
        } catch (IOException e) {
            
        } finally {
            if (br != null) {
                br.close();
            }
        }
        System.out.print(sb);
    }
}"
Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class Main {
	public static void main(String[] args) throws IOException {
		
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
        
        int[] best = {0, 0, 0};		
        
        for(int i=0; i<10; i++){
            String line = br.readLine();			
            int height = Integer.parseInt(line);	
        	
            if(height > best[0]){	
            	best[2] = best[1];
            	best[1] = best[0];
            	best[0] = height;
            }
            else if(height > best[1]){
            	best[2] = best[1];
            	best[1] = height;
            }
            else if(height > best[2]){
            	best[2] = height;
            }
        }
        
        for(int h: best){
        	System.out.println(h);
        }
	}
}"
Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.StringTokenizer;
public class Main {
    public static void main(String[] args) throws IOException {
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
        String line = ;
        while ((line = br.readLine()) != null && !line.isEmpty()) {
            int N = Integer.parseInt(line);
            next:
            for (int i = 0; i < N; i++) {
                int[] num = new int[3];
                StringTokenizer st = new StringTokenizer(br.readLine());
                num[0] = Integer.parseInt(st.nextToken());
                num[1] = Integer.parseInt(st.nextToken());
                num[2] = Integer.parseInt(st.nextToken());
                num[0] *= num[0];
                num[1] *= num[1];
                num[2] *= num[2];
                for (int j = 0; j < 3; j++) {
                    if (num[j % 3] == num[(j + 1) % 3] + num[(j + 2) % 3]) {
                        System.out.println();
                        continue next;
                    }
                }
                System.out.println();
            }
        }
    }
}"
Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.ArrayList;
import java.util.Arrays;
import java.util.List;
class Main {
	public static void main(String[] args) throws IOException {
		BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
		try {
			String s;
			int input = Integer.parseInt(br.readLine());
			List<String> rightAngleList = new ArrayList<String>();
			for (int i = 1; i <= input; i++) {
				s = br.readLine();
				String[] num = s.split();
				Integer[] side = convertArray(num);
				if (1 <= side[0] && side[0] <= 1000 && 1 <= side[1]
						&& side[1] <= 1000 && 1 <= side[2] && side[2] <= 1000) {
					Arrays.sort(side);
					if (side[2] * side[2] == side[1] * side[1] + side[0]
							* side[0]) {
						rightAngleList.add();
					} else {
						rightAngleList.add();
					}
				} else {
					break;
				}
			}
			String[] rightAngles = rightAngleList.toArray(new String[0]);
			for(String rightAngle : rightAngles){
				System.out.println(rightAngle);
			}
		} finally {
			br.close();
		}
	}
	public static Integer[] convertArray(String[] str) {
		List<Integer> list = new ArrayList<Integer>();
		for (String num : str) {
			list.add(Integer.parseInt(num));
		}
		return list.toArray(new Integer[0]);
	}
}"
Java,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
public class Main {
    
    private static final int NUMBER_OF_INPUT = 2;
    /**
     * 空白区切りの2つの数字を受け取り、その2つの数字の合計値の桁数を出力する。
     *
     * @param args
     */
    public static void main(String[] args) throws IOException {
        
        String line = null;
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));
        while((line = reader.readLine()) != null) {
            
            int[] input = convertStringToIntArray(line);
            
            int sum = calculateSum(input);
            int numberOfDigit = getNumberOfDigit(sum);
            
            System.out.println(numberOfDigit);
        }
        if (reader != null) {
            reader.close();
        }
     }
    /**
     * 空白区切りの数値を取得し、整数の配列として返却する。
     *
     * @param line 空白区切りの数値文字列
     * @return 整数の配列
     */
    protected static int[] convertStringToIntArray(String line){
        int [] result = new int[NUMBER_OF_INPUT];
        String[] splittedLine = line.split();
        for( int i = 0; i < splittedLine.length; i++){
            result[i] = Integer.parseInt(splittedLine[i]);
        }
        return result;
    }
    /**
     * 引数で渡された整数配列の合計値を返す。
     *
     * @param input 整数の配列
     * @return 整数の配列の合計値
     */
    protected static int calculateSum(int[] input) {
        int sum = 0;
        for (int i = 0; i < input.length; i++) {
            sum += input[i];
        }
        return sum;
    }
    /**
     * 指定された数値の桁数を返す。
     *
     * @param target 数値
     * @return 数値の桁数
     */
    protected static int getNumberOfDigit(int target) {
        
        return String.valueOf(target).length();
    }
}"
Haskell,"import Control.Monad
import Control.Applicative
import Data.Functor
import Data.Function
import Data.Monoid
import Data.Maybe
import Data.List
import Data.Foldable (foldMap)
import Data.List.Split
import Data.Char
import Data.Ratio
import Data.Ord
import Data.Array.IO
import Data.IORef
 
readInt = read :: String -> Int
readDouble = read :: String -> Double
getInt = readLn :: IO Int
getInts = map readInt . words <$> getLine
sjoin :: (Show a) => [a] -> String
sjoin = unwords . map show
cond :: a -> a -> Bool -> a
cond t f c = if c then t else f
applyBin :: (b -> c -> d) -> (a -> b) -> (a -> c) -> a -> d
applyBin op f g x = op (f x) $ g x
applyUni :: (a -> b -> c) -> (a -> b) -> a -> c
applyUni op f x = op x $ f x
applyTuple :: (a -> b, a -> c) -> a -> (b, c)
applyTuple (f,g) a = (f a, g a)
toSecond h m s = s + (m + h * 60) * 60
toHMSStr s = intercalate "":"" $ map show' [div s 3600, (flip mod 60 . flip div 60) s, mod s 60]
  where show' n = if n<10 then ""0"" ++ show n else show n
main = takeWhile (any (/=(-1))) . map (map readInt . words) . lines <$> getContents >>= mapM_ (\\[h,m,s] -> let remain = toSecond 2 0 0 - toSecond h m s in putStrLn (toHMSStr remain) >> putStrLn (toHMSStr (3 * remain)))"
Haskell,"import Data.Array.IO
import Data.List.Split
main = do
    inks <- fmap (map (map read.splitOn "","").lines)getContents
    f <- newArray ((0,0),(9,9)) 0 :: IO (IOArray (Int,Int) Int)
    field <- dropInks f inks
    inkDepth <- getElems field
    print $ length.filter (== 0) $ inkDepth
    print $ maximum inkDepth
dropInks :: IOArray (Int,Int) Int -> [[Int]] -> IO (IOArray (Int,Int) Int)
dropInks field [] = return field
dropInks field (x:xs) = do
    field' <- dropInk field x
    dropInks field' xs
dropInk :: IOArray (Int,Int) Int -> [Int] -> IO (IOArray (Int,Int) Int)
dropInk f [x,y,size] = mapM_ (flip (modifyField f) (+1)) region >> return f
    where region = getRegion [x,y,size]
getRegion [x,y,n] = case n of
                 1 -> [(i,j) | i <- [x-1..x+1], j <- [y-1..y+1], abs (i-x) + abs (j-y) <= 1]
                 2 -> [(i,j) | i <- [x-1..x+1], j <- [y-1..y+1]]
                 3 -> [(i,j) | i <- [x-2..x+2], j <- [y-2..y+2], abs (i-x) + abs (j-y) <= 2]
modifyArray a i f = writeArray a i =<< fmap f (readArray a i)
modifyField :: IOArray (Int,Int) Int -> (Int,Int) -> (Int->Int) -> IO ()
modifyField field ix func = do
    bound <- getBounds field
    if ix `elem` range bound then modifyArray field ix func
                             else return ()
printField :: IOArray (Int,Int) Int -> IO ()
printField f = do
    es <- mapM (\\i -> mapM (readArray f) [(x,y) | x <- [i], y <- [0..9]]) [0..9]
    mapM_ putStrLn $ map (unwords.map show) $ es"
Haskell,"import Data.Array.IO
import Data.Char
import System.IO
import Control.Monad
import Control.Applicative
{-
 - list から 1, 2 個選んで残りも一緒に返す
 - 2個選ぶときは順序付きのペアだとする (x,y) と (y,x) を一般に区別する
 - > one [1..6]
 - [(1,[2,3,4,5,6]),(2,[3,4,5,6,1]),(3,[4,5,6,2,1]),(4,[5,6,3,2,1]),(5,[6,4,3,2,1]),(6,[5,4,3,2,1])]
 - > two [1..6]
 - [(1,2,[3,4,5,6]),(1,3,[4,5,6,2]),(1,4,[5,6,3,2]),(1,5,[6,4,3,2]),(1,6,[5,4,3,2]),(2,3,[4,5,6,1]),(2,4,[5,6,1,3]),(2,5,[6,1,4,3]),(2,6,[1,5,4,3]),(2,1,[6,5,4,3]),(3,4,[5,6,2,1]),(3,5,[6,2,1,4]),(3,6,[2,1,5,4]),(3,2,[1,6,5,4]),(3,1,[2,6,5,4]),(4,5,[6,3,2,1]),(4,6,[3,2,1,5]),(4,3,[2,1,6,5]),(4,2,[1,3,6,5]),(4,1,[2,3,6,5]),(5,6,[4,3,2,1]),(5,4,[3,2,1,6]),(5,3,[2,1,4,6]),(5,2,[1,3,4,6]),(5,1,[2,3,4,6]),(6,5,[4,3,2,1]),(6,4,[3,2,1,5]),(6,3,[2,1,4,5]),(6,2,[1,3,4,5]),(6,1,[2,3,4,5])]
-}
one :: [a] -> [(a, [a])]
one xs = sub xs []
  where
    sub [] _ = []
    sub (x:xs) ac = (x, xs++ac) : (sub xs (x:ac))
two :: [a] -> [(a, a, [a])]
two [] = []
two [a] = []
two xs = do
  (x, rest) <- one xs
  do
    (y, rest) <- one rest
    return (x, y, rest)
data Expr = Val Int | Add Expr Expr | Sub Expr Expr | Mul Expr Expr
type Number = (Expr, Int)
eval :: Number -> Int
eval = snd
{-
 - n 個の Number に一回演算を適用して出来る (n-1) 個の Number を返す
 -}
apply :: [Number] -> [[Number]]
apply xs = concat $ do
  ((e, x), (f, y), rest) <- two xs
  return [
    (Add e f, x + y) : rest,
    (Sub e f, x - y) : rest,
    (Mul e f, x * y) : rest
    ]
{-
 - (bfs n xs) は xs に何度か apply を適用して
 - 評価結果が n になる Number を返す
 -}
bfs :: Int -> [[Number]] -> [Number]
bfs n [] = []
bfs n ([x] : rest) =
  (if (eval x) == n then [x] else []) ++ (bfs n rest)
bfs n (xs : rest) = bfs n (rest ++ (apply xs))
instance Show Expr where
  show (Val n) = show n
  show (Add e f) = ""("" ++ show e ++ "" + "" ++ show f ++ "")""
  show (Sub e f) = ""("" ++ show e ++ "" - "" ++ show f ++ "")""
  show (Mul e f) = ""("" ++ show e ++ "" * "" ++ show f ++ "")""
toVal :: Int -> Number
toVal n = (Val n, n)
solve a b c d = do
  let anss = bfs 10 [[toVal a, toVal b, toVal c, toVal d]]
  if null anss
    then print 0
    else print $ fst $ head $ anss
main = do
  [a,b,c,d] <- (map read . words)<$>getLine :: IO [Int]
  if (minimum [a,b,c,d]) == 0
    then return ()
    else solve a b c d >> main"
Haskell,"combi :: Int -> Int -> Int
combi n s
    | s <= 45   = (combis !! (n - 1)) s
    | otherwise = 0
    where
        combi1 :: Int -> Int
        combi1 s1 = if elem s1 [0 .. 9] then 1 else 0
        combi2 s2 = sum [1 | k1 <- [0 .. 9], k2 <- [k1 + 1 .. 9], k1 + k2 == s2]
        combi3 s3 = sum [1 | k1 <- [0 .. 9], k2 <- [k1 + 1 .. 9], k3 <- [k2 + 1 .. 9], k1 + k2 + k3 == s3]
        combi4 s4 = sum [1 | k1 <- [0 .. 9], k2 <- [k1 + 1 .. 9], k3 <- [k2 + 1 .. 9],
            k4 <- [k3 + 1 .. 9], k1 + k2 + k3 + k4 == s4]
        combi5 s5 = sum [1 | k1 <- [0 .. 9], k2 <- [k1 + 1 .. 9], k3 <- [k2 + 1 .. 9],
            k4 <- [k3 + 1 .. 9], k5 <- [k4 + 1 .. 9],  k1 + k2 + k3 + k4 + k5 == s5]
        combi6 s6 = combi4 (45 - s6)
        combi7 s7 = combi3 (45 - s7)
        combi8 s8 = combi2 (45 - s8)
        combi9 s9 = combi1 (45 - s9)
        combis = [combi1, combi2, combi3, combi4, combi5, combi6, combi7, combi8, combi9]
main :: IO ()
main = interact $ unlines . map show . map (\\[n, s] -> combi n s) . map (map read) . map words . takeWhile (/= ""0 0"") . lines"
